Date,Open,High,Low,Close,Adj Close,Volume
2016-10-27,114.980003,116.550003,114.790001,115.699997,109.732857,7548700
2016-10-28,115.820000,115.910004,114.570000,115.330002,109.381958,8813300
2016-10-31,115.279999,116.230003,114.500000,115.989998,110.007904,8552500
2016-11-01,114.760002,115.940002,114.629997,115.339996,109.391411,7591900
2016-11-02,115.519997,115.760002,114.830002,114.860001,108.936180,6591300
2016-11-03,114.879997,115.440002,114.750000,115.029999,109.097412,6227100
2016-11-04,115.040001,115.940002,115.040001,115.110001,109.173294,7160600
2016-11-07,115.889999,116.720001,115.839996,116.660004,110.643349,6398200
2016-11-08,116.480003,117.570000,116.470001,117.050003,111.013237,6553900
2016-11-09,120.000000,122.500000,118.099998,120.309998,114.105087,16220000
2016-11-10,120.769997,121.099998,119.019997,119.540001,113.374817,11904500
2016-11-11,119.489998,119.489998,118.129997,118.470001,112.359993,8134800
2016-11-14,118.580002,118.989998,116.500000,116.599998,110.586426,9907900
2016-11-15,116.400002,116.690002,115.820000,116.320000,110.320877,7446700
2016-11-16,116.650002,116.779999,116.080002,116.360001,110.358818,6583700
2016-11-17,116.680000,116.680000,116.120003,116.570000,110.557983,5730300
2016-11-18,115.790001,115.919998,114.809998,115.360001,110.166443,7717800
2016-11-21,115.440002,115.680000,114.800003,115.000000,109.822647,5843300
2016-11-22,114.589996,115.000000,112.269997,112.739998,107.664398,11649700
2016-11-23,112.250000,113.430000,111.559998,113.070000,107.979546,7892600
2016-11-25,113.599998,114.230003,113.379997,114.129997,108.991821,3433300
2016-11-28,113.790001,114.120003,113.050003,113.129997,108.036835,9065700
2016-11-29,112.949997,113.410004,112.169998,112.480003,107.416115,7799600
2016-11-30,112.190002,112.519997,111.300003,111.300003,106.289238,11178500
2016-12-01,111.360001,111.540001,111.000000,111.379997,106.365623,8143300
2016-12-02,111.720001,112.529999,111.440002,111.959999,106.919510,6167700
2016-12-05,112.400002,112.419998,111.730003,111.940002,106.900421,5451600
2016-12-06,112.239998,113.199997,111.849998,112.059998,107.015015,6530400
2016-12-07,111.889999,111.889999,109.320000,111.099998,106.098236,11761100
2016-12-08,110.540001,111.199997,109.930000,110.989998,105.993195,7774900
2016-12-09,111.410004,112.430000,111.199997,112.260002,107.206009,7672100
2016-12-12,112.690002,115.400002,112.580002,115.360001,110.166443,9544600
2016-12-13,115.529999,115.970001,115.010002,115.889999,110.672585,7051600
2016-12-14,116.120003,117.300003,114.580002,114.989998,109.813095,9378700
2016-12-15,115.330002,115.919998,114.889999,115.889999,110.672585,6738100
2016-12-16,116.410004,116.459999,115.459999,115.879997,110.663025,10615500
2016-12-19,116.070000,116.660004,115.940002,116.019997,110.796722,6310800
2016-12-20,115.980003,116.250000,114.910004,115.660004,110.452942,5715200
2016-12-21,116.199997,116.199997,114.739998,115.309998,110.118698,5907600
2016-12-22,115.000000,115.529999,113.879997,115.440002,110.242851,4602300
2016-12-23,115.400002,116.320000,115.300003,115.959999,110.739441,2992500
2016-12-27,115.889999,116.000000,115.379997,115.910004,110.691696,3232600
2016-12-28,115.879997,116.160004,115.050003,115.099998,109.918144,3278300
2016-12-29,115.230003,115.870003,115.010002,115.489998,110.290588,2977500
2016-12-30,115.800003,115.989998,114.980003,115.209999,110.023193,5506700
2017-01-03,115.779999,116.000000,115.230003,115.839996,110.624825,5953000
2017-01-04,115.500000,116.230003,115.309998,115.650002,110.443390,5828900
2017-01-05,116.000000,116.970001,115.440002,116.860001,111.598900,6217200
2017-01-06,116.669998,117.000000,115.760002,116.300003,111.064125,5221400
2017-01-09,116.349998,116.610001,115.889999,116.279999,111.045021,5436600
2017-01-10,116.029999,117.000000,115.870003,116.160004,110.930435,5312800
2017-01-11,116.080002,116.250000,114.019997,114.730003,109.564819,8887200
2017-01-12,114.269997,114.730003,113.370003,114.620003,109.459778,6627300
2017-01-13,114.940002,115.019997,114.440002,114.599998,109.440651,4935200
2017-01-17,113.940002,115.050003,113.669998,114.870003,109.698517,6244000
2017-01-18,114.870003,115.099998,114.410004,114.699997,109.536163,5014600
2017-01-19,114.680000,114.900002,113.919998,114.199997,109.058670,5540800
2017-01-20,114.489998,115.029999,114.080002,114.150002,109.010910,7502400
2017-01-23,114.510002,114.769997,113.800003,113.910004,108.781723,7989800
2017-01-24,112.910004,113.300003,111.150002,111.760002,106.728531,12450300
2017-01-25,111.930000,112.800003,110.760002,112.800003,107.721695,9385500
2017-01-26,112.000000,112.839996,111.599998,111.839996,106.804932,10164300
2017-01-27,112.000000,113.540001,111.900002,113.379997,108.275581,8886100
2017-01-30,113.400002,113.599998,112.849998,113.129997,108.036835,6969400
2017-01-31,112.790001,113.400002,112.430000,113.250000,108.151436,8713400
2017-02-01,112.480003,113.320000,112.470001,113.230003,108.132339,7082300
2017-02-02,112.820000,113.620003,112.769997,113.570000,108.457024,7826300
2017-02-03,113.500000,113.660004,112.660004,113.639999,108.523888,7267600
2017-02-06,113.459999,113.589996,112.620003,113.400002,108.294685,6178400
2017-02-07,113.599998,113.620003,113.050003,113.480003,108.371086,5507900
2017-02-08,113.300003,113.690002,113.150002,113.400002,108.294685,5272000
2017-02-09,113.400002,114.650002,113.400002,114.080002,108.944069,5854600
2017-02-10,114.320000,115.989998,114.230003,115.239998,110.051849,6438500
2017-02-13,115.279999,116.120003,115.220001,115.879997,110.663025,5710800
2017-02-14,115.440002,116.400002,115.320000,116.360001,111.121422,5499800
2017-02-15,115.900002,117.459999,115.589996,117.199997,111.923599,5979700
2017-02-16,117.000000,118.279999,117.000000,118.080002,112.763992,7119300
2017-02-17,118.190002,118.900002,118.050003,118.860001,113.508888,8691400
2017-02-21,118.400002,119.889999,118.320000,119.660004,114.272865,8595100
2017-02-22,119.279999,119.769997,119.250000,119.519997,114.139168,5103900
2017-02-23,119.519997,121.900002,119.480003,121.699997,116.221016,9980900
2017-02-24,121.500000,122.739998,120.900002,122.730003,117.980202,10835000
2017-02-27,122.129997,122.879997,122.099998,122.400002,117.662964,5946200
2017-02-28,122.010002,122.650002,121.940002,122.209999,117.480316,8885500
2017-03-01,122.489998,124.449997,122.419998,123.860001,119.066452,9393900
2017-03-02,123.750000,124.360001,123.019997,123.629997,118.845360,6950200
2017-03-03,123.629997,123.930000,123.230003,123.790001,118.999176,5585200
2017-03-06,123.010002,124.430000,122.599998,123.709999,118.922272,6670700
2017-03-07,122.580002,124.459999,122.389999,123.830002,119.037628,6644000
2017-03-08,123.750000,124.680000,123.500000,124.099998,119.297173,7909900
2017-03-09,124.580002,126.209999,124.169998,125.949997,121.075577,8571100
2017-03-10,126.040001,126.489998,125.540001,126.209999,121.325516,7395400
2017-03-13,125.830002,126.949997,125.790001,126.680000,121.777321,7162500
2017-03-14,126.860001,127.750000,126.769997,127.050003,122.133018,7679700
2017-03-15,127.050003,129.000000,126.599998,128.960007,123.969093,8360600
2017-03-16,128.440002,128.699997,127.769997,128.460007,123.488434,7610700
2017-03-17,128.449997,128.940002,127.949997,128.059998,123.103912,13300800
2017-03-20,128.039993,128.419998,127.970001,128.070007,123.113533,5827500
2017-03-21,128.380005,128.449997,127.139999,127.250000,122.325272,7578600
2017-03-22,127.050003,127.650002,126.209999,126.260002,121.373581,10272700
2017-03-23,126.099998,127.000000,125.660004,125.900002,121.027512,8508100
2017-03-24,125.860001,126.360001,125.129997,125.480003,120.623772,6490300
2017-03-27,125.160004,126.139999,125.150002,125.800003,120.931381,5004300
2017-03-28,125.620003,125.779999,124.779999,125.660004,120.796799,5287600
2017-03-29,125.050003,125.330002,124.360001,124.919998,120.085434,3971800
2017-03-30,124.739998,125.430000,124.279999,124.660004,119.835510,4711700
2017-03-31,124.110001,124.830002,124.029999,124.550003,119.729759,5657600
2017-04-03,124.730003,125.309998,124.279999,124.690002,119.864342,4956400
2017-04-04,124.510002,124.769997,124.220001,124.680000,119.854729,5358500
2017-04-05,124.720001,125.599998,124.410004,124.800003,119.970085,5646300
2017-04-06,124.849998,125.459999,124.500000,125.050003,120.210419,4324200
2017-04-07,125.120003,125.470001,124.830002,124.919998,120.085434,3615100
2017-04-10,124.870003,124.949997,124.230003,124.339996,119.527885,4594200
2017-04-11,124.260002,124.790001,123.949997,124.220001,119.412529,4161500
2017-04-12,124.540001,125.459999,124.360001,125.400002,120.546867,5556600
2017-04-13,125.129997,125.650002,124.959999,124.989998,120.152725,5396500
2017-04-17,125.019997,125.809998,124.930000,125.720001,120.854477,5367500
2017-04-18,123.180000,123.370003,120.949997,121.820000,117.105408,13485700
2017-04-19,122.099998,122.279999,121.110001,121.370003,116.672829,6993100
2017-04-20,121.860001,122.150002,121.349998,121.870003,117.153481,6330100
2017-04-21,121.779999,122.040001,121.540001,121.760002,117.047737,6021700
2017-04-24,122.519997,123.209999,122.150002,122.889999,118.134003,5679000
2017-04-25,123.339996,123.750000,123.010002,123.430000,118.653099,5090000
2017-04-26,123.790001,124.260002,123.480003,123.510002,118.730003,5021800
2017-04-27,123.580002,124.309998,123.400002,123.739998,118.951103,4225200
2017-04-28,123.849998,123.900002,123.129997,123.470001,118.691551,4357300
2017-05-01,123.400002,123.779999,123.000000,123.339996,118.566582,4556400
2017-05-02,123.519997,123.739998,122.889999,123.699997,118.912651,4881600
2017-05-03,123.589996,123.699997,123.040001,123.330002,118.556976,3736500
2017-05-04,123.690002,123.949997,123.230003,123.949997,119.152977,3753700
2017-05-05,123.800003,123.800003,122.860001,123.510002,118.730003,4139800
2017-05-08,123.529999,123.800003,123.019997,123.250000,118.480064,3608600
2017-05-09,123.230003,123.470001,122.879997,123.209999,118.441620,3762500
2017-05-10,122.910004,123.059998,122.379997,122.809998,118.057091,4237400
2017-05-11,122.500000,123.209999,122.339996,123.199997,118.431999,4095900
2017-05-12,123.110001,124.099998,123.010002,123.639999,118.854973,4097100
2017-05-15,124.410004,127.360001,124.330002,126.989998,122.075325,9854600
2017-05-16,127.339996,128.369995,127.059998,127.769997,122.825134,7233800
2017-05-17,127.769997,127.889999,126.449997,126.669998,121.767715,6480800
2017-05-18,126.459999,127.870003,125.959999,126.970001,122.056107,6571300
2017-05-19,127.029999,127.389999,126.440002,127.000000,122.084938,6957200
2017-05-22,126.629997,127.650002,126.629997,127.260002,122.334869,4858200
2017-05-23,127.309998,128.149994,127.309998,127.519997,122.584808,3972500
2017-05-24,127.790001,128.000000,127.290001,127.510002,122.575203,3965200
2017-05-25,126.739998,127.620003,126.330002,127.529999,123.407402,5294300
2017-05-26,127.230003,127.669998,126.830002,126.919998,122.817123,4005200
2017-05-30,126.699997,127.389999,126.190002,127.110001,123.000984,3665400
2017-05-31,127.349998,128.800003,127.349998,128.250000,124.104134,8813500
2017-06-01,128.320007,128.779999,128.119995,128.779999,124.616989,5790900
2017-06-02,129.050003,130.139999,128.830002,130.080002,125.874985,6562600
2017-06-05,129.970001,130.520004,129.800003,130.360001,126.145912,4634700
2017-06-06,130.179993,131.330002,130.029999,130.830002,126.600731,5619100
2017-06-07,131.000000,131.479996,130.580002,130.750000,126.523323,5765200
2017-06-08,130.750000,131.399994,129.960007,130.550003,126.329781,8056700
2017-06-09,130.369995,131.699997,130.309998,131.529999,127.278084,5992500
2017-06-12,131.529999,131.830002,131.419998,131.820007,127.558731,8020700
2017-06-13,131.750000,132.729996,131.399994,132.020004,127.752266,5733800
2017-06-14,132.509995,133.559998,132.509995,132.770004,128.478012,7329400
2017-06-15,132.000000,133.350006,131.809998,133.039993,128.739288,5265000
2017-06-16,133.720001,134.600006,133.039993,134.350006,130.006958,12639600
2017-06-19,134.149994,134.679993,133.490005,134.070007,129.735992,7488700
2017-06-20,133.899994,134.759995,133.899994,134.220001,129.881149,5201200
2017-06-21,134.289993,135.110001,134.020004,134.910004,130.548843,5841100
2017-06-22,135.449997,137.000000,135.270004,136.050003,131.651993,7311000
2017-06-23,135.449997,136.509995,135.320007,136.429993,132.019699,9007100
2017-06-26,136.479996,136.899994,136.199997,136.339996,131.932617,5561800
2017-06-27,136.500000,136.729996,134.990005,135.009995,130.645599,6120500
2017-06-28,135.949997,136.199997,133.570007,133.820007,129.494095,6557900
2017-06-29,133.399994,133.729996,132.309998,132.639999,128.352219,5750000
2017-06-30,132.699997,133.199997,132.279999,132.289993,128.013535,5264400
2017-07-03,132.789993,133.320007,132.649994,132.899994,128.603806,2931000
2017-07-05,132.979996,134.059998,132.419998,133.639999,129.319885,4302700
2017-07-06,133.610001,133.970001,132.410004,132.520004,128.236099,4282200
2017-07-07,132.910004,133.000000,131.690002,132.539993,128.255447,4994100
2017-07-10,132.740005,132.869995,131.229996,131.550003,127.297455,4019600
2017-07-11,131.429993,131.789993,130.479996,131.229996,126.987793,3733100
2017-07-12,132.039993,132.889999,131.770004,132.229996,127.955460,5053200
2017-07-13,132.100006,132.220001,130.990005,131.860001,127.597427,4424400
2017-07-14,132.000000,133.000000,131.740005,132.600006,128.313507,4383100
2017-07-17,132.710007,132.929993,131.750000,132.149994,127.878044,4939400
2017-07-18,131.619995,134.949997,131.080002,134.460007,130.113388,10256000
2017-07-19,134.839996,135.410004,134.520004,135.210007,130.839127,5503300
2017-07-20,135.729996,137.080002,135.619995,136.570007,132.155197,6088600
2017-07-21,135.330002,136.270004,135.100006,135.309998,130.935898,6773500
2017-07-24,134.990005,135.160004,132.850006,133.009995,128.710251,8306700
2017-07-25,133.740005,133.850006,131.449997,131.880005,127.616791,6262900
2017-07-26,131.660004,132.240005,130.750000,130.949997,126.716858,5382200
2017-07-27,130.850006,131.149994,129.570007,130.830002,126.600731,5838100
2017-07-28,131.139999,131.990005,130.520004,131.850006,127.587761,4970900
2017-07-31,132.139999,133.580002,132.100006,132.720001,128.429642,5440800
2017-08-01,133.169998,133.350006,132.279999,132.509995,128.226425,3837600
2017-08-02,132.080002,132.500000,131.500000,132.160004,127.887733,4032100
2017-08-03,131.910004,133.399994,131.509995,133.350006,129.039276,4327300
2017-08-04,133.740005,134.009995,132.800003,133.179993,128.874741,3192800
2017-08-07,133.089996,133.479996,132.509995,132.860001,128.565109,3010800
2017-08-08,132.500000,132.800003,131.399994,132.270004,127.994186,5535800
2017-08-09,132.809998,133.410004,132.369995,133.229996,128.923141,6332300
2017-08-10,133.039993,133.850006,132.369995,133.089996,128.787659,5607900
2017-08-11,133.639999,134.490005,132.750000,133.100006,128.797348,4270600
2017-08-14,134.199997,134.369995,132.869995,133.479996,129.165070,3016400
2017-08-15,133.850006,133.940002,133.199997,133.380005,129.068314,3931800
2017-08-16,134.080002,134.970001,133.860001,134.169998,129.832764,4469900
2017-08-17,134.179993,134.740005,133.029999,133.039993,128.739288,5741400
2017-08-18,132.669998,133.779999,132.380005,132.630005,128.342560,4792800
2017-08-21,132.279999,133.649994,132.190002,133.449997,129.136032,4660000
2017-08-22,133.270004,134.789993,132.899994,134.699997,130.345627,4150300
2017-08-23,134.429993,134.490005,132.649994,132.800003,128.507065,5129900
2017-08-24,132.820007,133.080002,132.270004,132.889999,128.594131,5398400
2017-08-25,131.910004,132.559998,131.619995,131.679993,128.233810,4133300
2017-08-28,131.679993,132.119995,131.490005,131.740005,128.292252,5349200
2017-08-29,131.570007,132.449997,131.300003,132.210007,128.749954,3277900
2017-08-30,132.000000,132.000000,130.899994,131.070007,127.639778,5430800
2017-08-31,131.389999,132.500000,131.250000,132.369995,128.905762,7407100
2017-09-01,132.600006,132.649994,130.940002,131.029999,127.600838,3820800
2017-09-05,130.720001,131.179993,129.720001,129.899994,126.500412,5146600
2017-09-06,130.539993,131.000000,130.210007,130.669998,127.250244,5601900
2017-09-07,130.860001,132.520004,130.250000,132.190002,128.730469,3800200
2017-09-08,132.000000,132.339996,130.869995,130.979996,127.552124,4854400
2017-09-11,131.369995,133.339996,131.020004,133.210007,129.723785,5724200
2017-09-12,133.830002,133.880005,131.929993,132.630005,129.158966,5465200
2017-09-13,132.669998,133.750000,131.850006,132.449997,128.983658,4679500
2017-09-14,132.139999,134.470001,131.990005,134.179993,130.668381,6274500
2017-09-15,134.789993,135.449997,134.179993,134.449997,130.931320,15522000
2017-09-18,134.440002,135.770004,134.110001,135.380005,131.836990,5260800
2017-09-19,135.020004,135.789993,134.350006,135.220001,131.681168,4903800
2017-09-20,133.250000,134.289993,132.339996,133.220001,129.733505,8705500
2017-09-21,133.309998,133.820007,131.380005,131.750000,128.301987,6051800
2017-09-22,131.990005,132.389999,131.270004,131.389999,127.951408,4334900
2017-09-25,131.470001,131.759995,130.830002,131.169998,127.737167,6017400
2017-09-26,131.500000,131.940002,130.820007,130.940002,127.513184,4516200
2017-09-27,131.000000,131.089996,129.429993,129.750000,126.354324,5796100
2017-09-28,129.910004,130.270004,129.289993,129.470001,126.081650,3992700
2017-09-29,129.580002,130.470001,129.050003,130.009995,126.607521,5736900
2017-10-02,130.160004,131.330002,130.020004,131.220001,127.785858,4492900
2017-10-03,131.649994,132.399994,131.360001,132.100006,128.642838,3900800
2017-10-04,132.399994,133.179993,132.100006,132.889999,129.412155,3589000
2017-10-05,132.889999,133.309998,132.360001,133.190002,129.704300,3741100
2017-10-06,133.000000,133.250000,132.479996,133.220001,129.733505,2469500
2017-10-09,133.660004,133.820007,133.169998,133.449997,129.957489,3750500
2017-10-10,133.559998,134.130005,132.919998,133.899994,130.395721,4184600
2017-10-11,134.880005,137.080002,134.369995,136.649994,133.073746,8269400
2017-10-12,136.339996,137.520004,136.020004,136.830002,133.249039,5172800
2017-10-13,136.600006,137.419998,136.339996,136.429993,132.859497,4106600
2017-10-16,136.449997,137.259995,135.539993,136.119995,132.557617,5120100
2017-10-17,137.669998,141.119995,137.059998,140.789993,137.105408,11717300
2017-10-18,140.789993,141.580002,140.070007,140.679993,136.998276,6827700
2017-10-19,140.710007,142.979996,140.539993,142.039993,138.322693,9181300
2017-10-20,142.380005,143.619995,141.830002,142.399994,138.673264,5634500
2017-10-23,142.130005,144.350006,142.080002,143.619995,139.861328,6686000
2017-10-24,143.380005,143.380005,140.929993,141.639999,137.933151,6585800
2017-10-25,141.160004,143.229996,140.960007,142.360001,138.634308,6563600
2017-10-26,142.509995,143.750000,141.380005,141.809998,138.098724,5841100
2017-10-27,141.000000,142.699997,140.199997,141.779999,138.069489,5140100
2017-10-30,141.080002,141.210007,139.320007,140.000000,136.336090,6034300
2017-10-31,140.020004,140.259995,138.979996,139.410004,135.761520,4832100
2017-11-01,139.830002,140.589996,139.339996,139.979996,136.316589,5006800
2017-11-02,140.110001,140.289993,139.110001,139.929993,136.267899,3494100
2017-11-03,139.729996,140.399994,139.300003,140.080002,136.413986,2737000
2017-11-06,140.009995,140.490005,139.720001,139.759995,136.102356,4220700
2017-11-07,140.080002,140.149994,138.910004,139.770004,136.112091,4201900
2017-11-08,139.699997,141.869995,139.460007,141.320007,137.621536,4440700
2017-11-09,140.860001,141.410004,139.800003,140.350006,136.676926,3517100
2017-11-10,140.130005,140.130005,138.610001,139.559998,135.907593,4240800
2017-11-13,139.009995,140.020004,138.419998,139.759995,136.102356,4322300
2017-11-14,139.570007,140.279999,138.919998,139.490005,135.839432,4078200
2017-11-15,139.229996,139.830002,138.750000,139.100006,135.459625,4811500
2017-11-16,139.419998,139.679993,138.639999,138.869995,135.235641,4193800
2017-11-17,138.300003,138.860001,137.889999,138.000000,134.388428,4247400
2017-11-20,138.149994,138.559998,137.740005,137.929993,134.320251,4266300
2017-11-21,138.449997,139.259995,138.190002,138.339996,134.719528,5660600
2017-11-22,138.300003,138.380005,136.600006,137.289993,133.696991,3917000
2017-11-24,137.500000,138.380005,137.309998,138.009995,134.398163,2606800
2017-11-27,137.509995,138.309998,137.479996,138.100006,135.309372,3933100
2017-11-28,138.300003,140.529999,138.250000,140.020004,137.190567,5052800
2017-11-29,140.220001,140.630005,138.949997,139.809998,136.984802,5851400
2017-11-30,140.059998,140.279999,138.479996,139.330002,136.514511,8941900
2017-12-01,139.570007,140.529999,138.600006,139.979996,137.151367,5990500
2017-12-04,140.619995,141.500000,138.929993,139.009995,136.200974,5916700
2017-12-05,139.789993,140.809998,139.199997,139.669998,136.847641,6745300
2017-12-06,140.839996,141.960007,140.190002,141.059998,138.209534,5591700
2017-12-07,140.009995,141.500000,139.259995,140.009995,137.180771,4713100
2017-12-08,140.000000,140.759995,139.800003,140.589996,137.749054,5101300
2017-12-11,140.899994,141.169998,139.830002,141.139999,138.287933,4358600
2017-12-12,142.600006,143.570007,142.039993,142.600006,139.718430,8016700
2017-12-13,142.500000,143.429993,142.210007,142.889999,140.002563,6118400
2017-12-14,143.520004,143.619995,141.610001,141.649994,138.787628,5337900
2017-12-15,142.479996,143.139999,141.779999,142.460007,139.581268,12517000
2017-12-18,142.559998,143.800003,141.399994,141.800003,138.934601,5833200
2017-12-19,141.889999,142.380005,141.360001,141.779999,138.914993,6580100
2017-12-20,142.259995,142.580002,141.080002,141.160004,138.307541,6289800
2017-12-21,141.589996,142.169998,141.020004,141.059998,138.209534,6284700
2017-12-22,141.000000,141.350006,140.039993,140.119995,137.288544,4665600
2017-12-26,140.460007,140.539993,139.679993,140.089996,137.259155,3271100
2017-12-27,140.419998,141.149994,140.199997,140.570007,137.729462,3753600
2017-12-28,140.699997,141.000000,140.330002,140.559998,137.719650,2485000
2017-12-29,140.979996,141.210007,139.580002,139.720001,136.896637,4452900
2018-01-02,139.660004,139.949997,138.720001,139.229996,136.416534,6842100
2018-01-03,139.360001,140.679993,138.899994,140.559998,137.719650,5350500
2018-01-04,140.449997,141.139999,140.220001,140.550003,137.709854,4837600
2018-01-05,140.690002,141.820007,140.279999,141.710007,138.846420,6158800
2018-01-08,141.699997,142.000000,140.919998,141.889999,139.022781,5129800
2018-01-09,142.369995,145.679993,142.259995,144.139999,141.227295,8897000
2018-01-10,143.550003,144.160004,143.320007,143.970001,141.060745,6558600
2018-01-11,144.130005,144.899994,143.690002,144.789993,141.864166,4962200
2018-01-12,144.990005,146.419998,144.899994,145.759995,142.814575,5450600
2018-01-16,146.419998,148.059998,146.029999,146.860001,143.892349,8804000
2018-01-17,147.839996,148.320007,145.479996,146.979996,144.009918,10612300
2018-01-18,146.929993,147.440002,145.970001,146.919998,143.951141,5554800
2018-01-19,147.460007,147.649994,146.419998,147.360001,144.382263,8738800
2018-01-22,147.009995,148.139999,146.720001,148.139999,145.146500,7010400
2018-01-23,146.960007,147.440002,141.619995,141.830002,138.963989,17473600
2018-01-24,143.500000,143.559998,141.800003,142.070007,139.199142,13034400
2018-01-25,142.309998,144.660004,142.210007,144.399994,141.482056,7938800
2018-01-26,144.500000,145.600006,144.130005,145.330002,142.393265,8065600
2018-01-29,144.850006,144.940002,143.529999,143.679993,140.776596,8013400
2018-01-30,143.399994,143.820007,142.429993,142.429993,139.551849,8376100
2018-01-31,142.570007,142.570007,138.100006,138.190002,135.397552,13137400
2018-02-01,137.529999,140.669998,137.000000,140.020004,137.190567,9393600
2018-02-02,139.020004,140.360001,137.380005,137.679993,134.897842,9262500
2018-02-05,136.580002,137.000000,122.150002,130.389999,127.755165,19954100
2018-02-06,130.009995,132.990005,128.000000,131.830002,129.166077,19193500
2018-02-07,131.889999,133.429993,131.350006,131.419998,128.764343,10550400
2018-02-08,130.910004,131.250000,126.110001,126.360001,123.806610,11680200
2018-02-09,127.519997,130.919998,125.440002,129.529999,126.912537,15030900
2018-02-12,130.000000,131.320007,127.680000,130.270004,127.637581,9963900
2018-02-13,129.210007,130.600006,128.699997,129.960007,127.333870,6339000
2018-02-14,129.440002,130.009995,128.389999,129.669998,127.049713,6259700
2018-02-15,130.100006,131.279999,129.399994,131.229996,128.578186,5606400
2018-02-16,130.960007,134.449997,130.839996,133.149994,130.459381,7970100
2018-02-20,132.869995,133.449997,130.660004,130.869995,128.225464,6563500
2018-02-21,130.800003,132.429993,129.860001,129.910004,127.284859,6578000
2018-02-22,130.100006,131.020004,129.479996,129.910004,127.284859,5732200
2018-02-23,130.089996,132.080002,130.020004,132.020004,129.352234,5126800
2018-02-26,131.710007,133.410004,131.000000,132.070007,130.229843,6684400
2018-02-27,132.210007,133.089996,131.600006,131.669998,129.835403,7158600
2018-02-28,131.949997,132.330002,129.869995,129.880005,128.070343,7985900
2018-03-01,129.110001,130.119995,126.519997,127.279999,125.506569,9424000
2018-03-02,126.910004,129.110001,126.910004,128.820007,127.025116,6910400
2018-03-05,128.630005,130.300003,128.179993,129.789993,127.981590,5799800
2018-03-06,130.000000,130.199997,127.919998,128.220001,126.433472,5546500
2018-03-07,127.480003,129.330002,127.269997,129.039993,127.242043,6391700
2018-03-08,129.330002,132.300003,129.330002,132.059998,130.219971,6423400
2018-03-09,132.509995,133.820007,131.559998,133.800003,131.935715,7557800
2018-03-12,133.800003,134.229996,132.320007,132.630005,130.782028,4942000
2018-03-13,133.800003,135.389999,133.449997,134.350006,132.478073,9152300
2018-03-14,135.240005,135.699997,131.899994,132.320007,130.476349,6770600
2018-03-15,132.550003,134.240005,132.470001,133.059998,131.206024,6147200
2018-03-16,133.160004,134.399994,132.100006,133.679993,131.817383,14233500
2018-03-19,133.350006,133.470001,129.360001,130.240005,128.425339,6017000
2018-03-20,130.779999,131.779999,129.380005,131.210007,129.381821,6214300
2018-03-21,131.399994,132.779999,130.660004,131.190002,129.362091,5158700
2018-03-22,130.470001,130.679993,127.099998,127.379997,125.605171,7560100
2018-03-23,127.629997,127.800003,124.900002,125.099998,123.356941,8452500
2018-03-26,126.410004,127.540001,125.209999,127.389999,125.615036,8358200
2018-03-27,127.110001,129.100006,126.389999,127.209999,125.437538,7789900
2018-03-28,127.629997,129.020004,127.209999,127.449997,125.674194,6868500
2018-03-29,127.970001,128.759995,126.820000,128.149994,126.364433,6119400
2018-04-02,127.820000,127.879997,123.540001,124.559998,122.824463,8916900
2018-04-03,125.180000,128.490005,124.680000,128.350006,126.561661,8035000
2018-04-04,126.900002,131.119995,126.389999,130.410004,128.592957,7717100
2018-04-05,130.410004,131.199997,129.500000,130.710007,128.888779,5621700
2018-04-06,130.220001,130.639999,126.410004,128.100006,126.315147,6399300
2018-04-09,128.649994,131.139999,127.680000,129.479996,127.675903,6395800
2018-04-10,130.250000,130.910004,129.289993,130.250000,128.435181,6019300
2018-04-11,129.139999,130.350006,129.029999,129.630005,127.823830,4575400
2018-04-12,130.089996,131.309998,129.860001,130.429993,128.612671,4559800
2018-04-13,131.089996,131.419998,129.630005,130.619995,128.800018,4742300
2018-04-16,131.410004,132.880005,131.279999,131.759995,129.924133,6379600
2018-04-17,132.110001,132.199997,128.809998,130.539993,128.721130,11008700
2018-04-18,129.690002,129.899994,126.940002,127.720001,125.940437,9383600
2018-04-19,127.629997,128.270004,126.889999,127.550003,125.772804,5959500
2018-04-20,128.000000,128.300003,126.169998,126.660004,124.895210,7743900
2018-04-23,126.879997,127.300003,125.779999,126.830002,125.062836,7501900
2018-04-24,126.940002,127.459999,125.309998,126.190002,124.431763,6577500
2018-04-25,125.910004,126.849998,125.279999,126.760002,124.993820,5859600
2018-04-26,126.620003,129.220001,126.620003,128.009995,126.226387,8211100
2018-04-27,127.730003,128.789993,127.500000,128.270004,126.482773,4266800
2018-04-30,128.860001,128.979996,126.489998,126.489998,124.727570,8219400
2018-05-01,126.320000,126.639999,124.970001,126.010002,124.254265,5122600
2018-05-02,125.519997,126.180000,123.199997,123.500000,121.779236,7390800
2018-05-03,123.300003,123.690002,121.279999,123.029999,121.315781,7282900
2018-05-04,122.599998,124.510002,121.800003,124.190002,122.459618,6127600
2018-05-07,124.139999,125.239998,123.320000,123.589996,121.867973,6707900
2018-05-08,122.860001,123.489998,121.690002,122.610001,120.901634,5951800
2018-05-09,122.989998,124.050003,122.529999,123.510002,121.789101,6808600
2018-05-10,124.220001,126.050003,124.000000,125.349998,123.603455,4948000
2018-05-11,125.769997,127.599998,125.760002,127.239998,125.467117,5716700
2018-05-14,127.349998,127.610001,125.599998,126.059998,124.303566,6101600
